workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Male, United-States,-1.0665551878155775,-0.6839109815690331,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.542011112934423,0.4443005230683219,1.5162487470733492,12.931907195828149,-0.21686313686554418,1.575803498010159,1
 Private, Assoc-acdm, Separated, Sales, Unmarried, Male, United-States,0.7613610630366957,-0.6222143029212015,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Not-in-family, Female, United-States,2.516160663854878,0.3828330935747787,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,4.729287845936806,0
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,1.419410913343514,-0.32353131102786764,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.1764278627639683,0.2428764848817879,1.9046834051689385,-0.1459543139772638,5.834422083909251,1.575803498010159,1
 Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,-0.9934385377814865,0.13934183557634655,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.8344777130707866,-0.5795930643197734,1.1278140889777597,-0.1459543139772638,4.511408172286439,0.7672177677725571,1
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,0.7613610630366957,0.29513574001141885,1.1278140889777597,1.8188832476315173,-0.21686313686554418,-0.04136796246504486,1
 ?, Some-college, Divorced, ?, Unmarried, Female, Germany,-0.9934385377814865,-1.5090360001411003,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, HS-grad, Married-civ-spouse, ?, Husband, Male, United-States,2.5892773138889686,-0.5416809854293503,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Male, United-States,-0.1160387373723954,-0.27495914646303976,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, 5th-6th, Never-married, ?, Unmarried, Female, Mexico,-0.48162198754285,0.5997887619643432,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,0.32266116283215013,-0.052988652823419295,1.5162487470733492,1.8188832476315173,-0.21686313686554418,-0.6882365466551265,1
 Private, 12th, Never-married, Other-service, Not-in-family, Male, United-States,-1.2127884878837591,0.5416358931598846,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,1.346294263309423,0.2410998039360538,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.9075943631048775,0.9606460349102758,1.5162487470733492,0.8084775633271082,-0.21686313686554418,-0.04136796246504486,1
 Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Female, United-States,1.0538276631730594,-0.8514539051613793,1.5162487470733492,0.13836123840142964,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0.39577781286624103,0.5138871934429081,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Widowed, Sales, Not-in-family, Female, United-States,2.296810713752605,0.3131413506711436,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.526519400607606,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.7740885876792137,0.035988675184716726,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, Male, United-States,-0.7740885876792137,-0.6528763773072581,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,-0.8472052377133046,1.6899926672303216,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.1764278627639683,0.14543604226117646,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Sales, Wife, Female, United-States,0.030194562695786447,-1.0134184326660443,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Separated, Priv-house-serv, Unmarried, Female, United-States,-0.7009719376451228,0.7114331001027322,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.171510632891358,0
 Private, 11th, Widowed, Adm-clerical, Not-in-family, Female, United-States,1.9312274635821505,-0.775629747380533,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-2.6288422992253713,0
 Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, Female, United-States,0.542011112934423,-0.40715949210261065,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.36480225456008564,0
 Private, HS-grad, Never-married, Sales, Not-in-family, Male, United-States,-1.1396718378496682,0.0036549923819748646,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,2.296810713752605,-0.11100779295454309,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-3.033135164344172,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.1764278627639683,-1.0330956517424545,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Female, Jamaica,-0.26227203744057725,0.10202198366783474,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,2.369927363786696,-0.049120073344804685,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,-1.9819737150352894,0
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Female, United-States,-0.7740885876792137,0.22752634359256896,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,3.597267823604164,0
 Private, Some-college, Never-married, Other-service, Not-in-family, Male, China,-1.2127884878837591,-0.9140293722339826,-0.03748988530900857,-0.007981495320630133,-0.21686313686554418,-1.6585394229402488,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,-0.40850533750875906,0.7984618102994179,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Widowed, Other-service, Not-in-family, Female, United-States,2.1505774136844233,-0.3512035943600813,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0.2495445127980592,-0.8331999412511756,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.12034918358247552,0
 Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Male, United-States,1.7849941635139686,-1.3055391675178765,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.5656442134116957,-1.28111458053808,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, Female, United-States,-1.1396718378496682,-0.48549583853253264,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, Male, Mexico,-0.554738637576941,0.5715242516502181,-3.144967150073724,-0.1459543139772638,-0.21686313686554418,-0.28394368153632543,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.346294263309423,0.2517407855142678,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.04292208733830447,0.4998838909351328,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,1
 Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.1269443132071502,1.94557681811746,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6151277629685138,0.377799164228532,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,1
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,-0.1160387373723954,0.5013453542937205,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.18915538740648632,-0.544584808050335,-0.425924543404598,0.42764642785021983,-0.21686313686554418,-0.04136796246504486,1
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.7613610630366957,0.42256961365141266,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, Some-college, Never-married, Other-service, Own-child, Female, United-States,-1.28590513791785,-1.3679809059171448,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Married-civ-spouse, ?, Husband, Male, United-States,-1.2127884878837591,-1.5842488268438444,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-2.7905594452728915,0
 Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,0.32266116283215013,0.160996328608493,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,2.7886820933665617,1
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.32266116283215013,1.5432923125820173,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,0.6151277629685138,0.9430416102705554,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Other-service, Husband, Male, United-States,0.542011112934423,-1.607479407811723,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Bachelors, Never-married, Other-service, Unmarried, Male, United-States,-0.48162198754285,1.3130497452918284,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, Female, United-States,1.5656442134116957,0.3457233867243644,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Male, United-States,1.2000609632412411,-0.7950968213988455,1.5162487470733492,0.14542335423788294,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.26227203744057725,-1.0605482379684752,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,-0.26227203744057725,2.03563352756037,-0.425924543404598,-0.1459543139772638,4.511408172286439,0.12034918358247552,1
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.9934385377814865,0.4789744576544232,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, Some-college, Married-civ-spouse, Sales, Wife, Female, United-States,-0.1160387373723954,-0.45990590168510415,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, Philippines,1.419410913343514,-0.4954586246959772,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,-0.7009719376451228,-1.4286364113225838,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,-1.0665551878155775,-0.5015814875250931,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Female, Germany,-1.359021787951941,1.2817763398276698,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,-0.7740885876792137,0.20706585657234056,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Adm-clerical, Other-relative, Male, Mexico,-0.7009719376451228,0.5550947289262252,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, ?,-0.48162198754285,1.452834417119103,1.5162487470733492,-0.1459543139772638,4.413685553814299,1.575803498010159,1
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1.492527563377605,-0.767262153249011,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.40850533750875906,-0.09748209285153497,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,-0.26227203744057725,0.11947357553802954,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0.468894462900332,1.1734752185226514,0.35094477278658087,0.3651336247053185,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Divorced, Exec-managerial, Not-in-family, Female, United-States,0.542011112934423,-0.5242389456072508,1.5162487470733492,3.4933893804083302,-0.21686313686554418,0.7672177677725571,1
 Private, 12th, Never-married, Sales, Own-child, Female, United-States,-1.505255088020123,0.6892436923772465,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,1.6387608634457866,-0.9864625529409815,-0.03748988530900857,1.8188832476315173,-0.21686313686554418,-1.8202565689877692,1
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.04292208733830447,0.6894347333391533,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,1.273177613275332,-0.6706145306203132,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,1.492527563377605,1.4497204494400207,-1.5912285176913663,0.3695801420838261,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Other-service, Own-child, Female, United-States,-1.28590513791785,1.0768562520382396,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.739397995964009,0
 Local-gov, 9th, Divorced, Protective-serv, Not-in-family, Male, United-States,1.7118775134798776,-0.08270507444803671,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,-1.335105130845208,0
 State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Male, United-States,-0.40850533750875906,0.2000928614627389,2.293118063264528,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,-0.48162198754285,-0.8471268273741882,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,1
 Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Male, United-States,-0.26227203744057725,-0.7633362614818243,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, Female, United-States,0.1764278627639683,0.8504918162747606,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.468894462900332,-1.0608156953151449,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, Nicaragua,-0.8472052377133046,0.09836354924731772,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Farming-fishing, Own-child, Male, United-States,-1.1396718378496682,1.574900039729513,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.48162198754285,-0.625939601678386,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Separated, Sales, Unmarried, Female, United-States,1.492527563377605,1.7776709166974907,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Never-married, Prof-specialty, Own-child, Male, United-States,-0.18915538740648632,-0.15552988912694482,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.1764278627639683,0.6148523418107018,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 5th-6th, Never-married, Machine-op-inspct, Own-child, Female, Dominican-Republic,0.542011112934423,-0.4358729486772168,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 12th, Married-civ-spouse, Farming-fishing, Husband, Male, Germany,1.7118775134798776,0.0808641971366462,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.468894462900332,-1.4472724571566014,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, 12th, Never-married, Other-service, Own-child, Male, Mexico,0.468894462900332,1.6227080404467134,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-2.4671251531778506,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,-0.26227203744057725,-0.3770514365060841,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,2.384389228247761,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.6278552876110318,3.4825300128027106,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,-0.9934385377814865,-0.9738156412627451,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,-0.7740885876792137,-0.3941209464524651,-0.03748988530900857,-0.1459543139772638,4.548993794775723,1.171510632891358,1
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Female, United-States,0.39577781286624103,-0.7750279683505262,0.35094477278658087,0.42764642785021983,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Never-married, Sales, Own-child, Female, United-States,-1.1396718378496682,0.04898901264248088,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Female, United-States,-0.33538868747466816,0.23389755967216386,-0.425924543404598,0.8274406521472142,-0.21686313686554418,-0.44566082758384584,0
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, India,-0.9203218877473955,-0.3926021708053053,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Male, United-States,0.6882444130026047,-1.138932344638874,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, HS-grad, Married-civ-spouse, ?, Husband, Male, United-States,2.8817439140253325,-1.5363644097418814,-0.425924543404598,0.14542335423788294,-0.21686313686554418,-0.6882365466551265,0
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, Male, Mexico,-1.28590513791785,1.3440652454574127,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,-0.554738637576941,0.12299828128521173,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,-1.28590513791785,1.986536000350298,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Never-married, Prof-specialty, Own-child, Female, United-States,-1.359021787951941,-0.6598398203687643,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.0538276631730594,0.7429357547211791,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.8344777130707866,-0.30512451434813836,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.7740885876792137,-1.1346530270921595,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, HS-grad, Never-married, Sales, Own-child, Female, Vietnam,-1.359021787951941,-0.47594379043718793,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,-1.28590513791785,0.6148618938587971,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,-0.554738637576941,-1.0000073571401804,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.492527563377605,-0.46176855106369635,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,-0.48162198754285,1.3285145111581915,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Separated, Other-service, Not-in-family, Male, ?,-0.1160387373723954,-1.2370605347223502,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.468894462900332,0.7186162402704315,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, 10th, Married-spouse-absent, ?, Not-in-family, Female, United-States,2.6623939639230594,-1.5496704127386967,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-2.8714180182966516,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,0.9075943631048775,0.050402715760591896,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,1
 Private, 12th, Divorced, Machine-op-inspct, Unmarried, Female, United-States,-0.40850533750875906,4.283154028010219,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.8344777130707866,-1.516983304156427,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Female, Poland,0.32266116283215013,-0.1949416395683371,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.2820663296299959,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,1.2000609632412411,-0.5697544547815684,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Other-service, Not-in-family, Female, United-States,-0.40850533750875906,1.4776888462631899,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 ?, Some-college, Never-married, ?, Not-in-family, Male, United-States,-1.2127884878837591,-0.6677871243840912,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.20120775660623572,0
 Private, Some-college, Separated, Transport-moving, Unmarried, Male, United-States,0.6151277629685138,0.5640354459434679,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,-1.505255088020123,-0.34936004907767976,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.9819737150352894,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,-0.18915538740648632,-1.526649976828916,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,1.7118775134798776,4.5424348215102555,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, HS-grad, Separated, Transport-moving, Not-in-family, Male, United-States,0.542011112934423,-0.17654439493670318,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,-0.18915538740648632,-0.6348994227918193,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,2.2226720822002406,0
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6882444130026047,-0.31671114868779154,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,-1.432138437986032,0.7231534631157202,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,-0.04292208733830447,0.5221497150453813,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,1
 Private, 11th, Never-married, Handlers-cleaners, Other-relative, Male, United-States,-0.7740885876792137,-0.03590959082894295,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-inc, Bachelors, Never-married, Sales, Own-child, Male, United-States,0.6151277629685138,-0.7932150679240626,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.2495445127980592,-0.41178268338075746,1.5162487470733492,-0.1459543139772638,4.548993794775723,0.7672177677725571,1
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1.5656442134116957,-0.34818514716195237,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0.6151277629685138,-0.22306286916103193,-0.425924543404598,0.8084775633271082,-0.21686313686554418,-0.04136796246504486,1
 Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Female, United-States,1.7118775134798776,-0.2875965060931808,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-2.7905594452728915,0
